SubID,Accuracy,Condition
23,1,Condition 2
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,1,Condition 2
23,1,Condition 2
23,1,Condition 1
23,1,Condition 1
23,1,Condition 1
23,1,Condition 1
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,0,Condition 2
23,1,Condition 1
23,1,Condition 1
23,1,Condition 1
23,0,Condition 1
23,1,Condition 1
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,0,Condition 1
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,1,Condition 2
23,1,Condition 1
23,0,Condition 1
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,1,Condition 2
23,0,Condition 1
23,0,Condition 1
23,0,Condition 2
23,1,Condition 1
23,1,Condition 1
23,1,Condition 2
23,1,Condition 2
23,1,Condition 2
23,0,Condition 1
23,0,Condition 2
23,1,Condition 2
23,1,Condition 2
23,1,Condition 1
23,1,Condition 2
23,0,Condition 2
23,1,Condition 2
23,1,Condition 2
23,1,Condition 2
23,1,Condition 1
23,1,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,1,Condition 1
24,1,Condition 2
24,0,Condition 1
24,1,Condition 1
24,1,Condition 1
24,0,Condition 1
24,1,Condition 1
24,1,Condition 1
24,1,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,1,Condition 2
24,1,Condition 2
24,0,Condition 2
24,1,Condition 2
24,1,Condition 2
24,0,Condition 2
24,1,Condition 1
24,0,Condition 1
24,0,Condition 2
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,0,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,1,Condition 1
24,1,Condition 1
24,1,Condition 1
24,1,Condition 2
24,1,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,1,Condition 2
24,1,Condition 1
24,1,Condition 1
24,1,Condition 1
24,0,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 2
24,0,Condition 1
24,0,Condition 1
24,1,Condition 1
24,1,Condition 2
24,1,Condition 2
24,1,Condition 1
24,1,Condition 1
24,1,Condition 1
24,1,Condition 2
24,0,Condition 1
24,1,Condition 2
25,1,Condition 1
25,1,Condition 2
25,1,Condition 1
25,1,Condition 2
25,1,Condition 1
25,0,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,1,Condition 2
25,1,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,1,Condition 2
25,1,Condition 1
25,1,Condition 1
25,1,Condition 1
25,1,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,0,Condition 1
25,1,Condition 1
25,1,Condition 2
25,1,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,1,Condition 1
25,0,Condition 1
25,1,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,1,Condition 1
25,1,Condition 1
25,1,Condition 2
25,1,Condition 1
25,1,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,1,Condition 1
25,0,Condition 1
25,0,Condition 1
25,1,Condition 2
25,0,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
25,1,Condition 1
25,1,Condition 1
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 2
25,1,Condition 1
26,1,Condition 1
26,0,Condition 2
26,1,Condition 1
26,1,Condition 1
26,1,Condition 1
26,0,Condition 2
26,0,Condition 2
26,0,Condition 1
26,0,Condition 2
26,1,Condition 2
26,0,Condition 1
26,1,Condition 1
26,1,Condition 2
26,1,Condition 1
26,0,Condition 2
26,1,Condition 2
26,0,Condition 2
26,0,Condition 2
26,1,Condition 1
26,0,Condition 1
26,1,Condition 1
26,0,Condition 1
26,0,Condition 1
26,0,Condition 1
26,1,Condition 1
26,0,Condition 2
26,1,Condition 1
26,0,Condition 1
26,1,Condition 2
26,1,Condition 1
26,1,Condition 2
26,1,Condition 2
26,0,Condition 1
26,0,Condition 2
26,1,Condition 1
26,0,Condition 1
26,0,Condition 2
26,0,Condition 2
26,1,Condition 1
26,0,Condition 1
26,1,Condition 1
26,1,Condition 1
26,0,Condition 1
26,1,Condition 2
26,1,Condition 2
26,1,Condition 2
26,1,Condition 2
26,0,Condition 1
26,1,Condition 2
26,0,Condition 1
26,0,Condition 2
26,1,Condition 2
26,0,Condition 2
26,1,Condition 2
26,0,Condition 2
26,1,Condition 2
26,1,Condition 1
26,1,Condition 2
26,1,Condition 2
26,0,Condition 1
26,0,Condition 2
26,1,Condition 2
26,0,Condition 1
26,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 1
27,1,Condition 1
27,0,Condition 1
27,1,Condition 1
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,0,Condition 1
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 1
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 1
27,0,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,0,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 2
27,1,Condition 1
27,1,Condition 1
28,1,Condition 1
28,1,Condition 1
28,1,Condition 2
28,1,Condition 1
28,1,Condition 1
28,1,Condition 1
28,1,Condition 1
28,0,Condition 1
28,1,Condition 2
28,0,Condition 1
28,1,Condition 1
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 2
28,0,Condition 2
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,0,Condition 1
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 1
28,1,Condition 1
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,0,Condition 1
28,1,Condition 1
28,1,Condition 2
28,1,Condition 1
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 2
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 2
28,1,Condition 1
28,0,Condition 2
28,1,Condition 2
28,1,Condition 2
28,1,Condition 2
28,1,Condition 1
28,1,Condition 1
28,0,Condition 1
28,1,Condition 1
28,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 1
29,1,Condition 1
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 1
29,1,Condition 1
29,1,Condition 2
29,1,Condition 1
29,1,Condition 1
29,1,Condition 1
29,0,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,0,Condition 1
29,0,Condition 2
29,0,Condition 1
29,1,Condition 2
29,0,Condition 1
29,0,Condition 1
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 1
29,1,Condition 1
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,0,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 1
29,1,Condition 2
29,1,Condition 2
29,1,Condition 2
29,1,Condition 1
29,1,Condition 2
29,0,Condition 1
29,1,Condition 2
29,1,Condition 2
29,0,Condition 1
29,1,Condition 1
30,1,Condition 2
30,1,Condition 2
30,1,Condition 1
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,1,Condition 1
30,0,Condition 2
30,1,Condition 2
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,1,Condition 1
30,1,Condition 2
30,0,Condition 2
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,1,Condition 2
30,1,Condition 1
30,1,Condition 2
30,0,Condition 1
30,1,Condition 2
30,1,Condition 2
30,0,Condition 1
30,0,Condition 1
30,0,Condition 1
30,1,Condition 1
30,1,Condition 2
30,0,Condition 2
30,1,Condition 2
30,1,Condition 2
30,1,Condition 2
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,1,Condition 2
30,1,Condition 2
30,1,Condition 1
30,0,Condition 2
30,0,Condition 2
30,1,Condition 1
30,1,Condition 1
30,1,Condition 2
30,1,Condition 2
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,0,Condition 1
30,0,Condition 1
30,1,Condition 1
30,0,Condition 1
30,1,Condition 1
30,1,Condition 2
30,1,Condition 1
30,1,Condition 1
30,0,Condition 2
30,0,Condition 2
30,1,Condition 1
30,1,Condition 2
30,1,Condition 2
