SubID,Accuracy,Condition
28,1,Treatment
28,0,Treatment
28,1,Treatment
28,1,Treatment
28,1,Treatment
28,1,Treatment
28,1,Treatment
28,1,Treatment
28,1,Treatment
28,0,Treatment
28,1,Treatment
28,1,Treatment
28,1,Treatment
28,0,Treatment
28,1,Treatment
28,0,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,0,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,0,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
29,1,Treatment
30,1,Treatment
30,1,Treatment
30,0,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,0,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,0,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,1,Treatment
30,0,Treatment
30,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,0,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,0,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
31,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
62,1,Treatment
